label,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
16,Spring,2011,June,23,no,Thursday,yes,Partly Cloudy,0.6,0.5606,0.83,0.2537
24,Spring,2011,June,0,no,Friday,yes,Clear,0.56,0.5303,0.88,0.0896
23,Spring,2011,June,1,no,Friday,yes,Clear,0.56,0.5303,0.94,0.1343
13,Spring,2011,June,2,no,Friday,yes,Clear,0.56,0.5303,0.94,0.1045
6,Spring,2011,June,3,no,Friday,yes,Clear,0.56,0.5303,0.94,0.1045
6,Spring,2011,June,4,no,Friday,yes,Clear,0.54,0.5152,0.94,0.1343
13,Spring,2011,June,5,no,Friday,yes,Clear,0.54,0.5152,1,0
97,Spring,2011,June,6,no,Friday,yes,Clear,0.56,0.5303,0.94,0
250,Spring,2011,June,7,no,Friday,yes,Clear,0.6,0.5606,0.83,0
454,Spring,2011,June,8,no,Friday,yes,Few Clouds,0.6,0.5606,0.83,0
224,Spring,2011,June,9,no,Friday,yes,Clear,0.7,0.6515,0.58,0.194
170,Spring,2011,June,10,no,Friday,yes,Clear,0.7,0.6515,0.58,0.194
181,Spring,2011,June,11,no,Friday,yes,Clear,0.68,0.6364,0.69,0.2537
243,Spring,2011,June,12,no,Friday,yes,Clear,0.7,0.6515,0.65,0.2537
204,Spring,2011,June,13,no,Friday,yes,Clear,0.74,0.6818,0.62,0.2836
215,Spring,2011,June,14,no,Friday,yes,Clear,0.76,0.697,0.52,0.194
243,Spring,2011,June,15,no,Friday,yes,Clear,0.78,0.697,0.43,0.2239
355,Spring,2011,June,16,no,Friday,yes,Clear,0.76,0.6818,0.45,0.1642
552,Spring,2011,June,17,no,Friday,yes,Partly Cloudy,0.76,0.6818,0.4,0.194
450,Spring,2011,June,18,no,Friday,yes,Partly Cloudy,0.76,0.6818,0.4,0.194
328,Spring,2011,June,19,no,Friday,yes,Partly Cloudy,0.64,0.5758,0.83,0.2537
232,Spring,2011,June,20,no,Friday,yes,Clear,0.64,0.5909,0.78,0.1045
208,Spring,2011,June,21,no,Friday,yes,Clear,0.64,0.5909,0.78,0.0896
175,Spring,2011,June,22,no,Friday,yes,Clear,0.62,0.5606,0.88,0.1343
178,Spring,2011,June,23,no,Friday,yes,Clear,0.62,0.5758,0.83,0.1343
104,Spring,2011,June,0,no,Saturday,no,Clear,0.62,0.5606,0.88,0.1343
95,Spring,2011,June,1,no,Saturday,no,Clear,0.62,0.5758,0.83,0.1045
53,Spring,2011,June,2,no,Saturday,no,Clear,0.6,0.5455,0.88,0
20,Spring,2011,June,3,no,Saturday,no,Clear,0.6,0.5455,0.88,0.0896
5,Spring,2011,June,4,no,Saturday,no,Clear,0.6,0.5455,0.88,0.0896
7,Spring,2011,June,5,no,Saturday,no,Clear,0.62,0.5758,0.83,0
27,Spring,2011,June,6,no,Saturday,no,Clear,0.62,0.5758,0.83,0.1045
57,Spring,2011,June,7,no,Saturday,no,Clear,0.64,0.5909,0.78,0.1343
131,Spring,2011,June,8,no,Saturday,no,Clear,0.66,0.6061,0.78,0.0896
218,Spring,2011,June,9,no,Saturday,no,Clear,0.7,0.6515,0.61,0.2239
244,Spring,2011,June,10,no,Saturday,no,Clear,0.72,0.6818,0.62,0.194
404,Spring,2011,June,11,no,Saturday,no,Clear,0.72,0.6818,0.62,0.1343
420,Spring,2011,June,12,no,Saturday,no,Clear,0.74,0.697,0.66,0.0896
327,Spring,2011,June,13,no,Saturday,no,Clear,0.76,0.697,0.55,0
334,Spring,2011,June,14,no,Saturday,no,Few Clouds,0.8,0.7273,0.46,0.2836
367,Spring,2011,June,15,no,Saturday,no,Few Clouds,0.82,0.7576,0.46,0.1343
468,Spring,2011,June,16,no,Saturday,no,Few Clouds,0.76,0.697,0.52,0.2239
449,Spring,2011,June,17,no,Saturday,no,Few Clouds,0.76,0.6818,0.48,0.1642
381,Spring,2011,June,18,no,Saturday,no,Few Clouds,0.74,0.6818,0.55,0.194
326,Spring,2011,June,19,no,Saturday,no,Few Clouds,0.74,0.6667,0.51,0.1045
188,Spring,2011,June,20,no,Saturday,no,Few Clouds,0.72,0.6667,0.58,0.1343
183,Spring,2011,June,21,no,Saturday,no,Few Clouds,0.72,0.6818,0.66,0.1045
161,Spring,2011,June,22,no,Saturday,no,Few Clouds,0.72,0.6818,0.62,0.1343
150,Spring,2011,June,23,no,Saturday,no,Few Clouds,0.72,0.6818,0.62,0
89,Spring,2011,June,0,no,Sunday,no,Clear,0.7,0.6515,0.65,0
76,Spring,2011,June,1,no,Sunday,no,Few Clouds,0.7,0.6515,0.65,0.0896
72,Spring,2011,June,2,no,Sunday,no,Clear,0.68,0.6364,0.74,0.0896
30,Spring,2011,June,3,no,Sunday,no,Few Clouds,0.66,0.6061,0.78,0.1343
17,Spring,2011,June,4,no,Sunday,no,Few Clouds,0.66,0.6212,0.74,0.1343
19,Spring,2011,June,5,no,Sunday,no,Few Clouds,0.66,0.6061,0.78,0
33,Spring,2011,June,6,no,Sunday,no,Few Clouds,0.66,0.6061,0.78,0.1642
71,Spring,2011,June,7,no,Sunday,no,Few Clouds,0.66,0.6061,0.78,0.1642
84,Spring,2011,June,8,no,Sunday,no,Partly Cloudy,0.68,0.6364,0.74,0.1045
169,Spring,2011,June,9,no,Sunday,no,Few Clouds,0.68,0.6364,0.74,0.1045
244,Spring,2011,June,10,no,Sunday,no,Few Clouds,0.7,0.6515,0.61,0.1045
377,Spring,2011,June,11,no,Sunday,no,Few Clouds,0.72,0.6667,0.58,0.0896
396,Spring,2011,June,12,no,Sunday,no,Few Clouds,0.74,0.6818,0.55,0.0896
363,Spring,2011,June,13,no,Sunday,no,Few Clouds,0.74,0.6667,0.51,0
317,Spring,2011,June,14,no,Sunday,no,Partly Cloudy,0.74,0.6818,0.58,0.1045
362,Spring,2011,June,15,no,Sunday,no,Few Clouds,0.74,0.6818,0.55,0.1045
378,Spring,2011,June,16,no,Sunday,no,Few Clouds,0.76,0.6818,0.48,0
397,Spring,2011,June,17,no,Sunday,no,Clear,0.74,0.6667,0.51,0
296,Spring,2011,June,18,no,Sunday,no,Few Clouds,0.74,0.6818,0.58,0.0896
311,Spring,2011,June,19,no,Sunday,no,Clear,0.72,0.6818,0.62,0.1343
232,Spring,2011,June,20,no,Sunday,no,Clear,0.7,0.6515,0.7,0.194
167,Spring,2011,June,21,no,Sunday,no,Clear,0.68,0.6364,0.79,0.1343
152,Spring,2011,June,22,no,Sunday,no,Clear,0.66,0.6061,0.78,0.2239
92,Spring,2011,June,23,no,Sunday,no,Clear,0.66,0.6061,0.78,0.194
26,Spring,2011,June,0,no,Monday,yes,Clear,0.66,0.6061,0.83,0.1642
12,Spring,2011,June,1,no,Monday,yes,Clear,0.64,0.5758,0.89,0.0896
2,Spring,2011,June,2,no,Monday,yes,Clear,0.64,0.5758,0.89,0.0896
1,Spring,2011,June,3,no,Monday,yes,Partly Cloudy,0.64,0.5758,0.89,0
3,Spring,2011,June,4,no,Monday,yes,Partly Cloudy,0.62,0.5606,0.88,0.1642
3,Spring,2011,June,5,no,Monday,yes,Partly Cloudy,0.62,0.5758,0.83,0.1343
26,Spring,2011,June,6,no,Monday,yes,Partly Cloudy,0.6,0.5758,0.78,0.1343
46,Spring,2011,June,7,no,Monday,yes,Partly Cloudy,0.56,0.5303,0.88,0.194
221,Spring,2011,June,8,no,Monday,yes,Partly Cloudy,0.56,0.5303,0.83,0.194
219,Spring,2011,June,9,no,Monday,yes,Few Clouds,0.6,0.5758,0.78,0.2537
91,Spring,2011,June,10,no,Monday,yes,Few Clouds,0.6,0.5758,0.78,0.2537
94,Spring,2011,June,11,no,Monday,yes,Few Clouds,0.6,0.5758,0.78,0.1045
162,Spring,2011,June,12,no,Monday,yes,Few Clouds,0.62,0.6061,0.69,0.1045
179,Spring,2011,June,13,no,Monday,yes,Clear,0.64,0.6061,0.65,0.1045
175,Spring,2011,June,14,no,Monday,yes,Clear,0.66,0.6212,0.61,0.1045
205,Spring,2011,June,15,no,Monday,yes,Clear,0.66,0.6212,0.61,0.1343
299,Spring,2011,June,16,no,Monday,yes,Clear,0.7,0.6515,0.58,0.1642
565,Spring,2011,June,17,no,Monday,yes,Clear,0.7,0.6515,0.54,0
538,Spring,2011,June,18,no,Monday,yes,Clear,0.7,0.6515,0.61,0.2537
431,Spring,2011,June,19,no,Monday,yes,Clear,0.66,0.6212,0.65,0.2239
316,Spring,2011,June,20,no,Monday,yes,Clear,0.66,0.6212,0.69,0.2239
206,Spring,2011,June,21,no,Monday,yes,Clear,0.64,0.6061,0.73,0.1642
130,Spring,2011,June,22,no,Monday,yes,Few Clouds,0.64,0.6061,0.73,0.2239
60,Spring,2011,June,23,no,Monday,yes,Clear,0.62,0.5909,0.78,0.2537
33,Summer,2011,June,0,no,Tuesday,yes,Clear,0.62,0.5909,0.78,0.1642
14,Summer,2011,June,1,no,Tuesday,yes,Partly Cloudy,0.62,0.5909,0.78,0.1642
6,Summer,2011,June,2,no,Tuesday,yes,Partly Cloudy,0.62,0.5758,0.83,0.1642
2,Summer,2011,June,3,no,Tuesday,yes,Partly Cloudy,0.62,0.5758,0.83,0.1642
9,Summer,2011,June,4,no,Tuesday,yes,Few Clouds,0.6,0.5455,0.88,0.1045
25,Summer,2011,June,5,no,Tuesday,yes,Few Clouds,0.6,0.5455,0.88,0.1343
115,Summer,2011,June,6,no,Tuesday,yes,Few Clouds,0.6,0.5455,0.88,0.1343
309,Summer,2011,June,7,no,Tuesday,yes,Few Clouds,0.6,0.5152,0.94,0
401,Summer,2011,June,8,no,Tuesday,yes,Few Clouds,0.62,0.5606,0.88,0.1045
275,Summer,2011,June,9,no,Tuesday,yes,Few Clouds,0.62,0.5606,0.88,0.2537
161,Summer,2011,June,10,no,Tuesday,yes,Few Clouds,0.64,0.5758,0.83,0.194
171,Summer,2011,June,11,no,Tuesday,yes,Clear,0.66,0.6061,0.83,0.1642
189,Summer,2011,June,12,no,Tuesday,yes,Clear,0.7,0.6667,0.74,0.1642
207,Summer,2011,June,13,no,Tuesday,yes,Clear,0.74,0.697,0.66,0.1642
152,Summer,2011,June,14,no,Tuesday,yes,Clear,0.76,0.7121,0.62,0.2239
170,Summer,2011,June,15,no,Tuesday,yes,Clear,0.78,0.7424,0.59,0.2537
335,Summer,2011,June,16,no,Tuesday,yes,Clear,0.8,0.7727,0.59,0.2239
572,Summer,2011,June,17,no,Tuesday,yes,Clear,0.78,0.7576,0.66,0.2239
536,Summer,2011,June,18,no,Tuesday,yes,Few Clouds,0.76,0.7273,0.7,0.2537
425,Summer,2011,June,19,no,Tuesday,yes,Few Clouds,0.74,0.7121,0.74,0.2239
326,Summer,2011,June,20,no,Tuesday,yes,Partly Cloudy,0.74,0.697,0.7,0.2239
229,Summer,2011,June,21,no,Tuesday,yes,Clear,0.72,0.697,0.74,0.194
109,Summer,2011,June,22,no,Tuesday,yes,Clear,0.7,0.6667,0.79,0.1045
64,Summer,2011,June,23,no,Tuesday,yes,Clear,0.7,0.6667,0.74,0.1045
33,Summer,2011,June,0,no,Wednesday,yes,Clear,0.66,0.6061,0.78,0.194
21,Summer,2011,June,1,no,Wednesday,yes,Clear,0.66,0.6061,0.78,0.1343
7,Summer,2011,June,2,no,Wednesday,yes,Clear,0.66,0.6061,0.78,0
7,Summer,2011,June,3,no,Wednesday,yes,Clear,0.66,0.6061,0.78,0.1343
11,Summer,2011,June,4,no,Wednesday,yes,Clear,0.64,0.5758,0.83,0
23,Summer,2011,June,5,no,Wednesday,yes,Clear,0.64,0.5758,0.89,0
122,Summer,2011,June,6,no,Wednesday,yes,Clear,0.66,0.6061,0.83,0
311,Summer,2011,June,7,no,Wednesday,yes,Clear,0.7,0.6667,0.79,0
423,Summer,2011,June,8,no,Wednesday,yes,Clear,0.72,0.697,0.74,0.1045
219,Summer,2011,June,9,no,Wednesday,yes,Clear,0.72,0.697,0.79,0.1642
135,Summer,2011,June,10,no,Wednesday,yes,Clear,0.74,0.697,0.7,0.2537
145,Summer,2011,June,11,no,Wednesday,yes,Clear,0.74,0.697,0.7,0.1642
188,Summer,2011,June,12,no,Wednesday,yes,Few Clouds,0.8,0.7727,0.59,0.2239
147,Summer,2011,June,13,no,Wednesday,yes,Few Clouds,0.82,0.7879,0.56,0.2537
145,Summer,2011,June,14,no,Wednesday,yes,Few Clouds,0.82,0.7727,0.52,0.2836
146,Summer,2011,June,15,no,Wednesday,yes,Few Clouds,0.82,0.7879,0.56,0.2836
258,Summer,2011,June,16,no,Wednesday,yes,Few Clouds,0.82,0.803,0.59,0.3284
529,Summer,2011,June,17,no,Wednesday,yes,Few Clouds,0.8,0.7576,0.55,0.3881
513,Summer,2011,June,18,no,Wednesday,yes,Few Clouds,0.8,0.7727,0.59,0.2537
342,Summer,2011,June,19,no,Wednesday,yes,Few Clouds,0.8,0.7424,0.52,0.2537
282,Summer,2011,June,20,no,Wednesday,yes,Clear,0.74,0.7121,0.74,0.1343
247,Summer,2011,June,21,no,Wednesday,yes,Clear,0.74,0.7121,0.79,0.1642
148,Summer,2011,June,22,no,Wednesday,yes,Few Clouds,0.72,0.697,0.79,0.194
105,Summer,2011,June,23,no,Wednesday,yes,Few Clouds,0.72,0.697,0.79,0.2239
49,Summer,2011,June,0,no,Thursday,yes,Clear,0.72,0.697,0.79,0.2239
31,Summer,2011,June,1,no,Thursday,yes,Clear,0.72,0.697,0.74,0.2239
4,Summer,2011,June,2,no,Thursday,yes,Clear,0.72,0.697,0.74,0.2239
5,Summer,2011,June,3,no,Thursday,yes,Few Clouds,0.72,0.697,0.74,0.1642
7,Summer,2011,June,4,no,Thursday,yes,Few Clouds,0.7,0.6667,0.79,0.1343
24,Summer,2011,June,5,no,Thursday,yes,Clear,0.72,0.697,0.74,0.1642
100,Summer,2011,June,6,no,Thursday,yes,Clear,0.72,0.697,0.74,0.1642
327,Summer,2011,June,7,no,Thursday,yes,Few Clouds,0.72,0.697,0.74,0.1343
432,Summer,2011,June,8,no,Thursday,yes,Few Clouds,0.74,0.697,0.7,0.194
227,Summer,2011,June,9,no,Thursday,yes,Few Clouds,0.74,0.697,0.7,0.1343
127,Summer,2011,June,10,no,Thursday,yes,Few Clouds,0.76,0.7273,0.66,0.1343
136,Summer,2011,June,11,no,Thursday,yes,Partly Cloudy,0.76,0.7273,0.66,0.2537
160,Summer,2011,June,12,no,Thursday,yes,Few Clouds,0.76,0.7273,0.66,0.2836
186,Summer,2011,June,13,no,Thursday,yes,Few Clouds,0.76,0.7121,0.62,0.2836
149,Summer,2011,June,14,no,Thursday,yes,Few Clouds,0.76,0.7273,0.66,0.2985
189,Summer,2011,June,15,no,Thursday,yes,Few Clouds,0.76,0.697,0.52,0.3582
275,Summer,2011,June,16,no,Thursday,yes,Few Clouds,0.74,0.6818,0.62,0.2985
569,Summer,2011,June,17,no,Thursday,yes,Few Clouds,0.72,0.6818,0.7,0.3582
540,Summer,2011,June,18,no,Thursday,yes,Clear,0.72,0.6818,0.7,0.4179
400,Summer,2011,June,19,no,Thursday,yes,Clear,0.72,0.6818,0.7,0.3582
352,Summer,2011,June,20,no,Thursday,yes,Clear,0.7,0.6667,0.74,0.2239
234,Summer,2011,June,21,no,Thursday,yes,Clear,0.7,0.6667,0.74,0.194
162,Summer,2011,June,22,no,Thursday,yes,Few Clouds,0.7,0.6667,0.74,0.2239
105,Summer,2011,June,23,no,Thursday,yes,Clear,0.7,0.6667,0.74,0.2836
63,Summer,2011,June,0,no,Friday,yes,Clear,0.68,0.6364,0.79,0.194
28,Summer,2011,June,1,no,Friday,yes,Clear,0.66,0.6061,0.83,0.3284
14,Summer,2011,June,2,no,Friday,yes,Clear,0.66,0.6061,0.83,0.3284
5,Summer,2011,June,3,no,Friday,yes,Clear,0.66,0.6061,0.83,0.1642
9,Summer,2011,June,4,no,Friday,yes,Clear,0.66,0.6061,0.83,0.0896
20,Summer,2011,June,5,no,Friday,yes,Clear,0.64,0.5758,0.89,0.0896
91,Summer,2011,June,6,no,Friday,yes,Clear,0.66,0.6061,0.83,0.1343
268,Summer,2011,June,7,no,Friday,yes,Few Clouds,0.66,0.6061,0.83,0.2239
466,Summer,2011,June,8,no,Friday,yes,Clear,0.7,0.6667,0.74,0.2239
231,Summer,2011,June,9,no,Friday,yes,Clear,0.74,0.6818,0.62,0.1343
145,Summer,2011,June,10,no,Friday,yes,Clear,0.8,0.7273,0.43,0.2836
203,Summer,2011,June,11,no,Friday,yes,Clear,0.8,0.7121,0.38,0.3284
201,Summer,2011,June,12,no,Friday,yes,Clear,0.8,0.7121,0.41,0.2836
221,Summer,2011,June,13,no,Friday,yes,Clear,0.8,0.7121,0.36,0.2239
229,Summer,2011,June,14,no,Friday,yes,Clear,0.78,0.697,0.43,0.2836
216,Summer,2011,June,15,no,Friday,yes,Clear,0.82,0.7273,0.34,0.3881
327,Summer,2011,June,16,no,Friday,yes,Clear,0.8,0.697,0.33,0.4179
557,Summer,2011,June,17,no,Friday,yes,Clear,0.76,0.6667,0.37,0.2537
452,Summer,2011,June,18,no,Friday,yes,Clear,0.76,0.6667,0.37,0.2985
385,Summer,2011,June,19,no,Friday,yes,Clear,0.74,0.6515,0.4,0.2239
288,Summer,2011,June,20,no,Friday,yes,Clear,0.72,0.6515,0.45,0.1642
233,Summer,2011,June,21,no,Friday,yes,Clear,0.7,0.6515,0.48,0.1343
167,Summer,2011,June,22,no,Friday,yes,Clear,0.7,0.6515,0.48,0
172,Summer,2011,June,23,no,Friday,yes,Clear,0.68,0.6364,0.51,0.1343
116,Summer,2011,June,0,no,Saturday,no,Clear,0.68,0.6364,0.47,0.1642
95,Summer,2011,June,1,no,Saturday,no,Clear,0.66,0.6212,0.5,0.1642
59,Summer,2011,June,2,no,Saturday,no,Few Clouds,0.66,0.6212,0.5,0.194
39,Summer,2011,June,3,no,Saturday,no,Clear,0.64,0.6212,0.57,0.194
11,Summer,2011,June,4,no,Saturday,no,Clear,0.64,0.6212,0.57,0.194
14,Summer,2011,June,5,no,Saturday,no,Clear,0.62,0.6061,0.61,0.1343
29,Summer,2011,June,6,no,Saturday,no,Clear,0.64,0.6212,0.57,0.2239
42,Summer,2011,June,7,no,Saturday,no,Clear,0.64,0.6212,0.57,0.2836
112,Summer,2011,June,8,no,Saturday,no,Clear,0.7,0.6515,0.48,0.2537
186,Summer,2011,June,9,no,Saturday,no,Clear,0.72,0.6515,0.45,0.2537
302,Summer,2011,June,10,no,Saturday,no,Clear,0.72,0.6515,0.45,0.194
331,Summer,2011,June,11,no,Saturday,no,Clear,0.74,0.6667,0.42,0
392,Summer,2011,June,12,no,Saturday,no,Clear,0.74,0.6515,0.4,0.2836
371,Summer,2011,June,13,no,Saturday,no,Clear,0.74,0.6515,0.4,0.2836
383,Summer,2011,June,14,no,Saturday,no,Clear,0.74,0.6667,0.45,0.2985
392,Summer,2011,June,15,no,Saturday,no,Clear,0.74,0.6667,0.45,0
410,Summer,2011,June,16,no,Saturday,no,Clear,0.76,0.6818,0.43,0.2985
399,Summer,2011,June,17,no,Saturday,no,Clear,0.74,0.6667,0.42,0.2239
307,Summer,2011,June,18,no,Saturday,no,Clear,0.72,0.6515,0.45,0.2537
375,Summer,2011,June,19,no,Saturday,no,Clear,0.72,0.6667,0.48,0.2836
269,Summer,2011,June,20,no,Saturday,no,Clear,0.7,0.6515,0.48,0.194
202,Summer,2011,June,21,no,Saturday,no,Clear,0.68,0.6364,0.51,0.1642
187,Summer,2011,June,22,no,Saturday,no,Clear,0.68,0.6364,0.47,0.194
179,Summer,2011,June,23,no,Saturday,no,Few Clouds,0.66,0.6212,0.5,0.2985
115,Summer,2011,June,0,no,Sunday,no,Clear,0.64,0.6212,0.53,0
90,Summer,2011,June,1,no,Sunday,no,Clear,0.64,0.6212,0.53,0.1045
87,Summer,2011,June,2,no,Sunday,no,Clear,0.62,0.6212,0.57,0.1045
34,Summer,2011,June,3,no,Sunday,no,Clear,0.6,0.6061,0.64,0.1045
11,Summer,2011,June,4,no,Sunday,no,Clear,0.6,0.6061,0.64,0.0896
12,Summer,2011,June,5,no,Sunday,no,Clear,0.6,0.6061,0.64,0
20,Summer,2011,June,6,no,Sunday,no,Clear,0.6,0.6061,0.64,0
51,Summer,2011,June,7,no,Sunday,no,Clear,0.62,0.6061,0.61,0
107,Summer,2011,June,8,no,Sunday,no,Clear,0.64,0.6212,0.61,0.194
206,Summer,2011,June,9,no,Sunday,no,Clear,0.66,0.6212,0.54,0.0896
332,Summer,2011,June,10,no,Sunday,no,Clear,0.72,0.6667,0.48,0.1045
346,Summer,2011,June,11,no,Sunday,no,Clear,0.72,0.6515,0.45,0.1343
443,Summer,2011,June,12,no,Sunday,no,Clear,0.74,0.6515,0.4,0.1642
442,Summer,2011,June,13,no,Sunday,no,Clear,0.74,0.6515,0.4,0
443,Summer,2011,June,14,no,Sunday,no,Clear,0.74,0.6515,0.4,0.1343
403,Summer,2011,June,15,no,Sunday,no,Clear,0.74,0.6515,0.4,0
455,Summer,2011,June,16,no,Sunday,no,Clear,0.74,0.6667,0.42,0.194
421,Summer,2011,June,17,no,Sunday,no,Few Clouds,0.72,0.6515,0.42,0.1642
382,Summer,2011,June,18,no,Sunday,no,Few Clouds,0.72,0.6515,0.45,0.2537
317,Summer,2011,June,19,no,Sunday,no,Few Clouds,0.72,0.6667,0.48,0.1343
213,Summer,2011,June,20,no,Sunday,no,Few Clouds,0.7,0.6515,0.48,0.1045
183,Summer,2011,June,21,no,Sunday,no,Few Clouds,0.7,0.6515,0.54,0.1045
114,Summer,2011,June,22,no,Sunday,no,Clear,0.7,0.6515,0.51,0
78,Summer,2011,June,23,no,Sunday,no,Clear,0.7,0.6515,0.54,0.0896
32,Summer,2011,June,0,no,Monday,yes,Partly Cloudy,0.64,0.6061,0.73,0.2836
15,Summer,2011,June,1,no,Monday,yes,Few Clouds,0.62,0.5909,0.78,0.1343
6,Summer,2011,June,2,no,Monday,yes,Partly Cloudy,0.62,0.5909,0.78,0.1343
2,Summer,2011,June,3,no,Monday,yes,Partly Cloudy,0.62,0.5909,0.78,0.1343
9,Summer,2011,June,4,no,Monday,yes,Few Clouds,0.6,0.5606,0.83,0.1642
22,Summer,2011,June,5,no,Monday,yes,Few Clouds,0.62,0.5758,0.83,0.1642
94,Summer,2011,June,6,no,Monday,yes,Few Clouds,0.62,0.5909,0.78,0.1642
261,Summer,2011,June,7,no,Monday,yes,Few Clouds,0.64,0.6061,0.73,0.2239
447,Summer,2011,June,8,no,Monday,yes,Clear,0.66,0.6212,0.74,0.194
187,Summer,2011,June,9,no,Monday,yes,Few Clouds,0.72,0.6667,0.54,0
150,Summer,2011,June,10,no,Monday,yes,Few Clouds,0.72,0.6667,0.54,0.1343
150,Summer,2011,June,11,no,Monday,yes,Few Clouds,0.7,0.6515,0.58,0
170,Summer,2011,June,12,no,Monday,yes,Few Clouds,0.72,0.6667,0.54,0
164,Summer,2011,June,13,no,Monday,yes,Few Clouds,0.72,0.6667,0.58,0.2239
158,Summer,2011,June,14,no,Monday,yes,Few Clouds,0.72,0.6667,0.58,0.0896
202,Summer,2011,June,15,no,Monday,yes,Few Clouds,0.74,0.6818,0.55,0
275,Summer,2011,June,16,no,Monday,yes,Clear,0.74,0.6818,0.55,0.1045
604,Summer,2011,June,17,no,Monday,yes,Clear,0.74,0.6818,0.55,0.1343
591,Summer,2011,June,18,no,Monday,yes,Clear,0.74,0.6667,0.51,0
396,Summer,2011,June,19,no,Monday,yes,Clear,0.72,0.6818,0.62,0.194
305,Summer,2011,June,20,no,Monday,yes,Clear,0.7,0.6515,0.65,0.1045
242,Summer,2011,June,21,no,Monday,yes,Clear,0.7,0.6515,0.65,0
145,Summer,2011,June,22,no,Monday,yes,Clear,0.68,0.6364,0.69,0
81,Summer,2011,June,23,no,Monday,yes,Clear,0.68,0.6364,0.69,0
30,Summer,2011,June,0,no,Tuesday,yes,Few Clouds,0.66,0.6061,0.78,0.1343
13,Summer,2011,June,1,no,Tuesday,yes,Clear,0.66,0.6212,0.74,0
11,Summer,2011,June,2,no,Tuesday,yes,Few Clouds,0.66,0.6212,0.74,0
2,Summer,2011,June,3,no,Tuesday,yes,Few Clouds,0.66,0.6212,0.74,0
8,Summer,2011,June,4,no,Tuesday,yes,Clear,0.66,0.6212,0.74,0
21,Summer,2011,June,5,no,Tuesday,yes,Clear,0.66,0.6061,0.78,0
124,Summer,2011,June,6,no,Tuesday,yes,Clear,0.66,0.6061,0.83,0.1642
347,Summer,2011,June,7,no,Tuesday,yes,Clear,0.68,0.6364,0.83,0.194
456,Summer,2011,June,8,no,Tuesday,yes,Clear,0.7,0.6667,0.79,0.1642
246,Summer,2011,June,9,no,Tuesday,yes,Clear,0.74,0.697,0.7,0
157,Summer,2011,June,10,no,Tuesday,yes,Clear,0.8,0.7424,0.49,0.1642
167,Summer,2011,June,11,no,Tuesday,yes,Clear,0.82,0.7576,0.46,0
202,Summer,2011,June,12,no,Tuesday,yes,Clear,0.84,0.7727,0.47,0.2239
189,Summer,2011,June,13,no,Tuesday,yes,Clear,0.84,0.7576,0.44,0
160,Summer,2011,June,14,no,Tuesday,yes,Clear,0.86,0.7879,0.44,0.2239
166,Summer,2011,June,15,no,Tuesday,yes,Clear,0.86,0.7879,0.41,0
261,Summer,2011,June,16,no,Tuesday,yes,Clear,0.86,0.803,0.47,0.2836
579,Summer,2011,June,17,no,Tuesday,yes,Partly Cloudy,0.82,0.7879,0.56,0.2836
504,Summer,2011,June,18,no,Tuesday,yes,Partly Cloudy,0.8,0.7576,0.55,0.2985
299,Summer,2011,June,19,no,Tuesday,yes,Few Clouds,0.74,0.6818,0.58,0.4627
296,Summer,2011,June,20,no,Tuesday,yes,Clear,0.74,0.6818,0.62,0
195,Summer,2011,June,21,no,Tuesday,yes,Clear,0.74,0.697,0.66,0.2836
134,Summer,2011,June,22,no,Tuesday,yes,Clear,0.7,0.6515,0.7,0.2985
81,Summer,2011,June,23,no,Tuesday,yes,Clear,0.7,0.6515,0.7,0.2836
36,Summer,2011,June,0,no,Wednesday,yes,Few Clouds,0.68,0.6364,0.79,0.2836
28,Summer,2011,June,1,no,Wednesday,yes,Clear,0.68,0.6364,0.79,0.2985
16,Summer,2011,June,2,no,Wednesday,yes,Clear,0.66,0.6061,0.83,0.2239
5,Summer,2011,June,3,no,Wednesday,yes,Few Clouds,0.66,0.6061,0.83,0.1045
5,Summer,2011,June,4,no,Wednesday,yes,Clear,0.66,0.6061,0.83,0.1045
22,Summer,2011,June,5,no,Wednesday,yes,Clear,0.64,0.5758,0.83,0.194
116,Summer,2011,June,6,no,Wednesday,yes,Clear,0.66,0.6212,0.69,0.2985
336,Summer,2011,June,7,no,Wednesday,yes,Clear,0.7,0.6515,0.54,0.2239
540,Summer,2011,June,8,no,Wednesday,yes,Clear,0.7,0.6515,0.48,0.2836
221,Summer,2011,June,9,no,Wednesday,yes,Clear,0.72,0.6515,0.45,0.3881
126,Summer,2011,June,10,no,Wednesday,yes,Clear,0.74,0.6667,0.42,0.2836
170,Summer,2011,June,11,no,Wednesday,yes,Clear,0.76,0.6667,0.35,0.2239
243,Summer,2011,June,12,no,Wednesday,yes,Clear,0.76,0.6667,0.35,0.2537
231,Summer,2011,June,13,no,Wednesday,yes,Clear,0.8,0.697,0.31,0.3284
188,Summer,2011,June,14,no,Wednesday,yes,Clear,0.8,0.697,0.31,0.194
189,Summer,2011,June,15,no,Wednesday,yes,Clear,0.82,0.7121,0.3,0.1642
328,Summer,2011,June,16,no,Wednesday,yes,Clear,0.82,0.7121,0.3,0.4179
570,Summer,2011,June,17,no,Wednesday,yes,Clear,0.82,0.7121,0.26,0.4179
588,Summer,2011,June,18,no,Wednesday,yes,Clear,0.8,0.697,0.29,0.2985
